"la4j"	"Add c=a+b"	true	14
2	25
6846223.776472789	"null"
7494542.890199129	"null"
7539664.784882409	"null"
7561709.667316548	"null"
7384313.337445058	"null"
6674795.541787453	"null"
7550683.161710891	"null"
7549638.413046045	"null"
7554417.563517817	"null"
7538901.466561395	"null"
6767805.9388098065	"null"
7462938.6080988	"null"
7522781.649936529	"null"
7505967.955673422	"null"
7357027.400734153	"null"
6620378.29183438	"null"
7523737.353139647	"null"
7420326.361079972	"null"
7524558.844776228	"null"
7517778.5801785225	"null"
6561645.419131023	"null"
7534453.70076322	"null"
7483589.84585739	"null"
7519349.575272032	"null"
7518806.573242806	"null"
3	25
5744292.50273549	"null"
5745891.20232861	"null"
5735548.640244927	"null"
5745016.162221188	"null"
5481209.421849029	"null"
5112529.9302483	"null"
5703815.81187087	"null"
5631052.076266398	"null"
5649350.011201497	"null"
5428061.48743888	"null"
4976684.992423227	"null"
5694571.427994218	"null"
5688829.269484504	"null"
5690599.722534945	"null"
5422474.27468756	"null"
4995695.534751401	"null"
5636607.9467899	"null"
5654640.34648412	"null"
5553694.1813372085	"null"
5405148.1422685	"null"
5745122.24264337	"null"
5754609.082627281	"null"
5763213.961621597	"null"
5495969.84472274	"null"
5751183.22625133	"null"
4	25
4753462.509225814	"null"
4754186.94327654	"null"
4754889.991465678	"null"
4755463.069758456	"null"
4537890.096456595	"null"
4737674.331937119	"null"
4754953.698765976	"null"
4675242.266351476	"null"
4762383.729151477	"null"
4541317.705552753	"null"
4748838.366865303	"null"
4748644.869720888	"null"
4748893.435194133	"null"
4766415.670023843	"null"
4531367.132394672	"null"
4167685.8172020386	"null"
4748831.11054405	"null"
4749941.294865176	"null"
4764058.501147737	"null"
4536028.918540831	"null"
4753393.202127726	"null"
4740174.435745359	"null"
4738552.230609394	"null"
4709855.795820604	"null"
4521574.356606354	"null"
5	25
3971745.0375556247	"null"
3985975.955740508	"null"
3989004.059630005	"null"
3980666.430754364	"null"
3796209.8668663288	"null"
3983673.1373310587	"null"
3983256.1841739416	"null"
3958076.176790228	"null"
3982837.365054159	"null"
3747299.405077123	"null"
3924894.0454935925	"null"
3945267.697035916	"null"
3892013.96855633	"null"
3736929.5119463177	"null"
3937940.818769683	"null"
3975276.098316139	"null"
3989493.3396725105	"null"
3974785.5398458703	"null"
3960619.5839397237	"null"
3784170.640318848	"null"
3957889.464608646	"null"
3976213.903974026	"null"
3959806.829467998	"null"
3962270.523207208	"null"
3786574.712019725	"null"
10	25
2085578.4626580859	"null"
1983054.6525532238	"null"
2089678.2942330712	"null"
2080133.0147947771	"null"
2085249.6713432795	"null"
2083088.1309886386	"null"
2091453.774759296	"null"
1996863.5952198394	"null"
2084878.8365759174	"null"
2095708.2103178666	"null"
2073942.9148257456	"null"
2070422.721668887	"null"
1962195.4492590858	"null"
2079570.4264565657	"null"
2069074.539131016	"null"
2084036.6976428526	"null"
2088297.7155435653	"null"
1990888.5894942197	"null"
2083602.473101846	"null"
2089206.461590332	"null"
2075255.975027497	"null"
2082475.9928583463	"null"
1978921.8181332564	"null"
2080591.17158763	"null"
2070313.4197050275	"null"
20	25
921360.4714900088	"null"
963347.3440600939	"null"
966851.2943669126	"null"
969450.5423705415	"null"
969450.2682226065	"null"
922048.731619658	"null"
961536.2943329683	"null"
968823.2879608016	"null"
967120.6265609339	"null"
963984.7590159524	"null"
919777.8960763563	"null"
966183.8201541484	"null"
964589.1903530649	"null"
964243.7734352723	"null"
965199.4454615989	"null"
917149.3469326324	"null"
964840.6788089944	"null"
965959.9148375526	"null"
964155.958145155	"null"
967216.3256512586	"null"
922856.689585903	"null"
963846.558160719	"null"
970185.6875796551	"null"
968664.3223100901	"null"
969463.9976507236	"null"
50	25
229269.49340758668	"null"
240163.5986155601	"null"
239681.25923747435	"null"
238822.38752063777	"null"
239939.9414855756	"null"
227169.1695799939	"null"
240853.96927304607	"null"
