8,14,25,115,(0x73),drem,val:val:val:val,val:val
9,15,26,116,(0x74),ineg,int_val,int_val
9,15,26,117,(0x75),lneg,val:val,val:val
9,15,27,118,(0x76),fneg,val,val
9,15,27,119,(0x77),dneg,val:val,val:val
9,16,28,132,(0x84),iinc,no,no
10,17,29,120,(0x78),ishl,int_val:int_val,int_val
10,17,29,121,(0x79),lshl,val:val:val,val:val
10,17,29,122,(0x7a),ishr,int_val:int_val,int_Val
10,17,29,123,(0x7b),lshr,val:val:val,val:val
10,17,30,124,(0x7c),iushr,int_val:int_val,int_val
10,17,30,125,(0x7d),lushr,val:val:val,val:val
10,18,31,126,(0x7e),iand,int_val:int_val,int_val
10,18,31,127,(0x7f),land,val:val:val:val,val:val
10,18,32,128,(0x80),ior,int_val:int_val,int_val
10,18,32,129,(0x81),lor,val:val:val:val,val:val
10,18,33,130,(0x82),ixor,int_val:int_val,int_val
10,18,33,131,(0x83),lxor,val:val:val:val,val:val
11,19,34,133,(0x85),i2l,int_val,val:val
11,19,34,134,(0x86),i2f,int_val,val
11,19,34,135,(0x87),i2d,int_val,val:val
11,19,34,136,(0x88),l2i,val:val,int_val
11,19,34,137,(0x89),l2f,val:val,val
11,19,34,138,(0x8a),l2d,val:val,val:val
11,19,34,139,(0x8b),f2i,val,int_val
11,19,34,140,(0x8c),f2l,val,val:val
11,19,34,141,(0x8d),f2d,val,val:val
11,19,34,142,(0x8e),d2i,val:val,int_val
11,19,34,143,(0x8f),d2l,val:val,val:val
11,19,34,144,(0x90),d2f,val:val,val
11,19,34,145,(0x91),i2b,int_val,val
11,19,34,146,(0x92),i2c,int_val,val
11,19,34,147,(0x93),i2s,int_val,val
11,20,35,192,(0xc0),checkcast,objref,objref
12,21,36,148,(0x94),lcmp,val:val:val:val,val
12,21,37,149,(0x95),fcmpl,val:val,val
12,21,37,150,(0x96),fcmpg,val:val,val
12,21,37,151,(0x97),dcmpl,val:val:val:val,val
12,21,37,152,(0x98),dcmpg,val:val:val:val,val
13,22,38,159,(0x9f),if_icmpeq,val:val,no
13,22,38,160,(0xa0),if_icmpne,val:val,no
13,22,38,161,(0xa1),if_icmplt,val:val,no
13,22,38,162,(0xa2),if_icmpge,val:val,no
13,22,38,163,(0xa3),if_icmpgt,val:val,no
13,22,38,164,(0xa4),if_icmple,val:val,no
13,22,39,165,(0xa5),if_acmpeq,val:val,no
13,22,39,166,(0xa6),if_acmpne,val:val,no
13,22,40,153,(0x99),ifeq,val,no
13,22,40,154,(0x9a),ifne,val,no
13,22,40,155,(0x9b),iflt,val,no
13,22,40,156,(0x9c),ifge,val,no
13,22,40,157,(0x9d),ifgt,val,no
13,22,40,158,(0x9e),ifle,val,no
13,22,41,198,(0xc6),ifnull,val,no
13,22,41,199,(0xc7),ifnonnull,val,no
13,23,42,167,(0xa7),goto,no,no
13,23,42,168,(0xa8),jsr,no,address
13,23,42,200,(0xc8),goto_w,no,no
13,23,42,201,(0xc9),jsr_w,no,address
14,24,43,178,(0xb2),getstatic,no,val
14,24,43,180,(0xb4),getfield,objref,val
15,25,44,179,(0xb3),putstatic,val,no
15,25,44,181,(0xb5),putfield,objref:val,no
16,26,45,182,(0xb6),invokevirtual,objref:args_depend,return_val
16,26,45,183,(0xb7),invokespecial,objref:args_depend,return_val
16,26,45,184,(0xb8),invokestatic,args_depend,return_val
16,26,45,185,(0xb9),invokeinterface,objref:args_depend,return_val
16,26,45,186,(0xba),invokedynamic,no,no
17,27,46,187,(0xbb),new,no,objref
17,28,47,188,(0xbc),newarray,int_val,objref
17,29,48,189,(0xbd),anewarray,int_val,objref
17,30,49,197,(0xc5),multianewarray,args_depend,objref
18,31,50,190,(0xbe),arraylength,objref,int_val
18,32,51,191,(0xbf),athrow,objref,objref
18,33,52,193,(0xc1),instanceof,objref,val
18,34,53,194,(0xc2),monitorenter,objref,no
18,35,54,195,(0xc3),monitorexit,objref,no
19,36,55,169,(0xa9),ret,no,no
19,37,56,170,(0xaa),tableswitch,int_val,no
19,37,56,171,(0xab),lookupswitch,val,no
19,38,57,172,(0xac),ireturn,int_val,no
19,38,57,173,(0xad),lreturn,val:val,no
19,38,58,174,(0xae),freturn,val,no
19,38,58,175,(0xaf),dreturn,val:val,no
19,39,59,176,(0xb0),areturn,objref,no
19,40,60,177,(0xb1),return,no,no
20,41,61,196,(0xc4),wide,no,no
20,42,62,202,(0xca),breakpoint,no,no
20,42,62,254,(0xfe),impdep1,no,no
20,42,62,255,(0xff),impdep2,no,no
