"Colt"	"Solve m=n"	true	14
2	25
2500500.3549389085	"null"
2240280.291801825	"null"
2376884.423370573	"null"
2375642.1408927613	"null"
2503608.589859946	"null"
2289877.266087349	"null"
2164696.991802201	"null"
2486140.011522361	"null"
2286047.343039148	"null"
2284402.2041443475	"null"
2488606.108972284	"null"
2215835.4172698245	"null"
2492027.3520452674	"null"
2468729.342091843	"null"
2487466.8122425233	"null"
2383724.2270777486	"null"
2469192.9262526557	"null"
2351973.181104944	"null"
2361346.4469647207	"null"
2360529.40181664	"null"
2285612.9978329972	"null"
2372070.728899003	"null"
2531688.9664646895	"null"
2286572.5912165632	"null"
2522275.1551552913	"null"
3	25
1617290.5267592736	"null"
1451021.0488276747	"null"
1529524.4758220124	"null"
1611684.4657014427	"null"
1613240.1948067443	"null"
1623580.4706463104	"null"
1526394.1072598712	"null"
1621231.4310784298	"null"
1620583.5202298905	"null"
1620702.7126832558	"null"
1689351.225229391	"null"
1532573.2493306105	"null"
1627557.1209620258	"null"
1625114.2378868817	"null"
1623443.4490786379	"null"
1602561.6972468824	"null"
1526643.4346489653	"null"
1624144.4353405877	"null"
1618965.3966902557	"null"
1616689.7581871639	"null"
1615824.755177439	"null"
1449021.2817533477	"null"
1529671.7863275723	"null"
1616091.2952645647	"null"
1617289.2497769075	"null"
4	25
1117520.8069547017	"null"
1142927.4781714934	"null"
1066029.7191251991	"null"
1125477.2201890685	"null"
1154177.0995518877	"null"
1124419.560966236	"null"
1099018.6963258577	"null"
1078344.1350694774	"null"
1147686.548859442	"null"
1120875.767407829	"null"
1125153.7064309197	"null"
1124197.3885897896	"null"
1065390.5993090689	"null"
1124825.3164360756	"null"
1100705.6945619448	"null"
1115787.813902409	"null"
1172672.1979689824	"null"
1058212.411494597	"null"
1144207.5212108057	"null"
1119691.2109742619	"null"
1091443.7923734356	"null"
1141025.3554944263	"null"
1059582.6775852991	"null"
1114609.5698541296	"null"
1093367.499475432	"null"
5	25
730603.5518940493	"null"
743040.9596890145	"null"
731035.7254089384	"null"
728436.2716495055	"null"
793098.8143253131	"null"
742991.1504059914	"null"
741424.4168564079	"null"
782733.3996560695	"null"
706065.1236805755	"null"
715963.140955416	"null"
777441.7492953723	"null"
756446.4949483983	"null"
731939.8155537661	"null"
692984.3460522572	"null"
753670.2996868229	"null"
768543.988389137	"null"
807449.6529191729	"null"
778687.8380231624	"null"
740853.5089646757	"null"
781882.569557336	"null"
835822.6893386834	"null"
790203.5325472959	"null"
774348.0908946019	"null"
752516.7218002658	"null"
796144.9694091865	"null"
10	25
209066.36559968287	"null"
230528.2418447321	"null"
226568.52120040738	"null"
232122.71721471864	"null"
232444.10619139238	"null"
209034.39283386685	"null"
227765.49322726263	"null"
227592.77225160564	"null"
235019.94220171752	"null"
231369.37411564612	"null"
210345.03067820767	"null"
226047.15808839636	"null"
228051.0443895566	"null"
230441.27831442573	"null"
229759.00514923735	"null"
210080.35703549354	"null"
226863.33238140115	"null"
226353.9720834582	"null"
231927.17673678044	"null"
229709.93142041564	"null"
211895.47893880063	"null"
227303.3696626183	"null"
233110.29643667987	"null"
238022.31519541773	"null"
239564.4485781262	"null"
20	25
56920.247935876716	"null"
59213.653048800246	"null"
59153.44624998885	"null"
59264.953705310036	"null"
59351.24994864036	"null"
56950.28041026221	"null"
58523.71879666442	"null"
58770.66166199886	"null"
59350.42196540294	"null"
58665.08160986908	"null"
57241.86975241472	"null"
59317.72641646484	"null"
59269.07894662298	"null"
58957.75910656219	"null"
59137.91421192448	"null"
57622.048865026205	"null"
59312.585921366124	"null"
59548.19950616759	"null"
59478.19602996677	"null"
59841.346680571856	"null"
56744.523669452625	"null"
58189.51826287879	"null"
59462.421444422704	"null"
59522.34843579236	"null"
59127.91025050767	"null"
50	25
7791.493915569672	"null"
8255.166894391257	"null"
8296.63986956286	"null"
8271.92401292156	"null"
8145.811261038388	"null"
7867.728770217948	"null"
8280.47616227773	"null"
8284.500451802745	"null"
8317.379482982582	"null"
8307.326694968646	"null"
8266.363106571916	"null"
8305.783573911984	"null"
8368.121899352544	"null"
8328.562354843616	"null"
8336.619671225975	"null"
8315.315788883483	"null"
8366.445148726189	"null"
8380.162714801561	"null"
8399.848816887541	"null"
8347.30461234543	"null"
8311.698369959071	"null"
8364.62233260715	"null"
8400.591811549746	"null"
8333.770763708324	"null"
8395.32339064571	"null"
100	25
1514.4011294124332	"null"
1557.3856384444023	"null"
1569.1174972192723	"null"
1571.301171735137	"null"
1571.687279404238	"null"
1513.8810302406935	"null"
1561.6295760995847	"null"
1551.7975729120824	"null"
1571.1837715289846	"null"
1571.316433301321	"null"
1516.9818887847066	"null"
1565.4972249091843	"null"
1571.310288404981	"null"
1571.5078854286915	"null"
1569.7337002508898	"null"
1523.5177894668548	"null"
1565.3161731130886	"null"
1572.7721713842038	"null"
1572.2776940550734	"null"
1576.5855785587325	"null"
1517.5876535136156	"null"
1558.1150113906763	"null"
1566.6963338183464	"null"
1566.5496843273922	"null"
1569.0122866888487	"null"
200	25
253.84583630936254	"null"
254.47603678576812	"null"
254.8675419641151	"null"
255.01692156282465	"null"
255.1075501409735	"null"
252.5677060952204	"null"
253.77425144460983	"null"
253.81927010388313	"null"
253.86237993452556	"null"
253.30712025265942	"null"
252.40073881529503	"null"
253.68031239628738	"null"
253.15642305346998	"null"
252.49568822997088	"null"
253.58092827526704	"null"
252.03932903661956	"null"
252.75762905572233	"null"
252.53744072267094	"null"
252.5572602085164	"null"
253.05783824316097	"null"
254.74308877965024	"null"
255.49669835643982	"null"
251.5997311201238	"null"
255.91035653956592	"null"
254.66764990795588	"null"
500	25
17.305265913130995	"null"
17.497489395447182	"null"
17.463286991067953	"null"
17.48588300742361	"null"
17.465724726291416	"null"
17.435671071530567	"null"
17.492814608564483	"null"
17.519307652960318	"null"
17.486441889755273	"null"
17.266799549936113	"null"
17.46491424127013	"null"
17.453517406325563	"null"
17.479145816635974	"null"
17.477718558525964	"null"
17.428334735249944	"null"
17.439291381711612	"null"
17.460966936644724	"null"
17.42752866850579	"null"
17.512005236240235	"null"
17.486720461579527	"null"
17.39441846300073	"null"
17.510813689008163	"null"
17.52167849174333	"null"
17.48463471167635	"null"
17.52662052666969	"null"
1000	25
2.155387324645137	"null"
2.1781258134346984	"null"
2.1851512137376217	"null"
2.183826181971462	"null"
2.183105928981501	"null"
2.153479523625952	"null"
2.181934051924159	"null"
2.1806783039989073	"null"
2.1791489862607007	"null"
2.182502565644009	"null"
2.1577472425719133	"null"
2.1753658629209713	"null"
2.1869134219814934	"null"
2.190086383883852	"null"
2.188393571701927	"null"
2.161895660804451	"null"
2.1564676089538777	"null"
2.1849682806672037	"null"
2.182050055865438	"null"
2.190344113232773	"null"
2.149409246940994	"null"
2.1821707836616175	"null"
2.1867364859221268	"null"
2.183626268154174	"null"
2.187856818252194	"null"
2000	25
0.24429076386095608	"null"
0.24787875032741064	"null"
0.24861151259556927	"null"
0.2522476004701695	"null"
0.25232398355988434	"null"
0.24456255272279512	"null"
0.24571990250759154	"null"
0.24770997073866022	"null"
0.2517863553274803	"null"
0.2514686389643054	"null"
