"JBLAS"	"Determinant"	true	14
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
20	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
50	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
100	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
200	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
500	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
1000	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
2000	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
5000	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
10000	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
