"JBLAS"	"Determinant"	true	14
2	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
3	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
4	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
5	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
10	25
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
-1.0	"NOT_SUPPORTED"
