0,Constants
1,Loads
2,Loads_array
3,Stores
4,Stores_array
5,Stack_outs
6,Stack_ins
7,Stack_swaps
8,Arithm_2
9,Arithm_1
10,Arithm_bit
11,Conversions
12,Comparisons
13,Jump
14,Ref_get
15,Ref_put
16,Ref_invoke
17,Ref_new
18,Ref_other
19,Controls
20,Reserves_Extend
